Features,/Users/wilson99/Library/Mobile Documents/com~apple~CloudDocs/TimKohler/tkinter_samples/GuiBuilder/NextGen/v5/Clothes
ipc_B44C00304000,0.1871221037058873
ipc_A41D00100000,0.1871221037058873
ipc_A41D02700000,0.1871221037058873
ipc_A63H03326000,0.1871221037058873
ipc_A63H03300000,0.1871221037058873
ipc_A63H00350000,0.1871221037058873
ipc_A41D03100000,0.1871221037058873
ipc_G04B02500000,0.1247480691372582
ipc_G04C01700000,0.1247480691372582
ipc_A63H00310000,0.1247480691372582
ipc_A63J01900000,0.1247480691372582
ipc_A63H00312000,0.1247480691372582
ipc_A63H00306000,0.1247480691372582
ipc_G09B01924000,0.1247480691372582
ipc_G09B01900000,0.1247480691372582
ipc_A61K03651000,0.1247480691372582
ipc_A61K03158000,0.1247480691372582
ipc_B25J01100000,0.1247480691372582
cpc_A63H0003520000,3.4191154459456685
cpc_A63H0009000000,1.206746627980824
cpc_A63H0003080000,0.7374562726549482
cpc_A41H0003080000,0.603373313990412
cpc_A41H0003007000,0.46929035532587604
cpc_A63H0003360000,0.536331834658144
cpc_A41D0027080000,0.3352073966613401
cpc_A41D0011000000,0.268165917329072
cpc_B65D0025040000,0.268165917329072
cpc_A63H0003000000,0.3352073966613401
cpc_A63H0033000000,0.268165917329072
cpc_A63H0003365000,0.301686656995206
cpc_B44C0003040000,0.20112443799680402
cpc_G04B0019106000,0.20112443799680402
cpc_G04B0047020000,0.20112443799680402
cpc_A63H0003100000,0.20112443799680402
cpc_A41D0001000000,0.20112443799680402
cpc_Y10T0428240170,0.20112443799680402
cpc_B44F0001100000,0.20112443799680402
cpc_A63H0033220000,0.20112443799680402
cpc_A63H0033260000,0.20112443799680402
cpc_A63H0003500000,0.20112443799680402
cpc_Y10S0446901000,0.134082958664536
cpc_B29L2031521800,0.134082958664536
cpc_A63J0007005000,0.134082958664536
cpc_A63H0003120000,0.134082958664536
cpc_G09B0019240000,0.134082958664536
cpc_A63H0003005000,0.134082958664536
cpc_G06F0003035420,0.134082958664536
cpc_G06F0003031200,0.134082958664536
upc_446048000,0.783186553259078
upc_446387000,0.6526554610492317
upc_446098000,0.391593276629539
upc_446343000,0.5221243688393853
upc_446266000,0.6526554610492317
upc_033014000,0.32632773052461583
upc_446268000,0.32632773052461583
upc_223008000,0.32632773052461583
upc_446073000,0.1957966383147695
upc_446072000,0.1957966383147695
upc_052785120,0.1957966383147695
upc_002075000,0.13053109220984632
upc_002244000,0.13053109220984632
upc_206216000,0.13053109220984632
upc_206769000,0.13053109220984632
upc_446082000,0.13053109220984632
upc_446321000,0.13053109220984632
upc_033000000,0.13053109220984632
upc_523118000,0.13053109220984632
upc_414000000,0.13053109220984632
upc_002070000,0.13053109220984632
upc_446044000,0.1957966383147695
upc_446097000,0.13053109220984632
upc_446264000,0.13053109220984632
upc_446358000,0.13053109220984632
upc_446000000,0.13053109220984632
upc_446296000,0.06526554610492316
upc_446080000,0.06526554610492316
upc_156063000,0.06526554610492316
upc_368027000,0.06526554610492316

Features,/Users/wilson99/Library/Mobile Documents/com~apple~CloudDocs/TimKohler/tkinter_samples/GuiBuilder/NextGen/v5/Eyes
spec_eye,4.685997481469965
spec_toy,4.641803867088687
spec_pupil,0.9854686842405292
spec_eyeball,0.5964666142840589
spec_iris,0.3501057957565861
spec_light,0.8154188289766136
spec_circuit,0.5024688820184172
spec_transparent,0.5539964760386359
spec_eyelid,0.26360079143966925
spec_characterized,0.9094835889815835
spec_mechanism,0.4373747506374996
spec_driving,0.34008383655235574
spec_electromagnetic,0.2531485360133679
spec_information,0.3483306459221069
spec_end,1.0838754846499141
spec_portion,1.1252726847968342
spec_drive,0.3431227670095591
spec_lens,0.28117230298572626
spec_hole,0.5969014552300064
spec_claimed,0.3770971633347927
spec_pin,0.3210279736280759
spec_fixed,0.5669393513093736
spec_emitting,0.2536278714614045
spec_structure,0.6871305956399332
spec_crystal,0.1954971670250111
spec_shell,0.33459149438045893
spec_element,0.43306857077409316
spec_text,0.3993511552437861
spec_housing,0.32260924952523484
spec_signal,0.23766075741691448
spec_connected,0.8861717329383862
spec_control,0.37656185102978895
spec_magnet,0.2753342817682739
spec_coil,0.2012093313053918
spec_rod,0.3620170906673477
spec_animal,0.30964140501250315
spec_arranged,0.3690928492304994
spec_hayeoseo,0.14180768821017126
spec_rear,0.3348577605009348
spec_bobber,0.13891365375690246
spec_spigot,0.13891365375690246
spec_body,0.9298556239626755
spec_rotation,0.20695022784970368
spec_screw,0.22874266807117744
spec_projection,0.17785062909775987
spec_socket,0.1957414769863343
spec_scope,0.25184432350589575
spec_connecting,0.35053067080807737
spec_power,0.2932050953959993
spec_white,0.19954505366452824
spec_nose,0.1660628168739728
spec_switch,0.23285646313937733
spec_patent,0.22754327698870597
spec_member,0.3447075373176872
spec_kind,0.3080697993128594
spec_groove,0.2892699753431285
spec_shaft,0.24939800689199662
spec_front,0.3913052515383846
spec_simulation,0.12911750272583775
spec_blade,0.12733751594382728
spec_surface,0.7257357677852241
spec_motor,0.17494652078637218
spec_electromagnet,0.11080431408541487
spec_cover,0.41708537493324027
spec_plate,0.3513940768938173
spec_temperature,0.20592488957548197
spec_spherical,0.13043453478905923
spec_diode,0.14521720709084282
spec_film,0.1934468381856895
spec_embedded,0.150746442625106
spec_welding,0.15587916788327222
spec_head,0.3368418221533246
spec_toys,0.10241534287317187
spec_item,0.25086721599940626
spec_transmission,0.14129165297905816
spec_magnetic,0.20086505312116143
spec_gear,0.13884472453640315
spec_electric,0.22791981750498633
spec_configuration,0.18335379179841552
spec_capacitor,0.09798373791781513
spec_nominal,0.09753511859527195
spec_assembly,0.22882834696975363
spec_magnetically,0.12856901996649484
spec_responsive,0.12856901996649484
spec_seat,0.18284668764717052
spec_r,0.13794897560581285
spec_source,0.1844024197365049
spec_color,0.236577631963397
spec_lip,0.12856901996649484
spec_base,0.2190727935187606
spec_application,0.231644048066209
spec_augen,0.09012850154465696
spec_part,0.6666922309508907
spec_transfer,0.10187001275506181
spec_blinking,0.08845088030285732
spec_lower,0.31862717946358055
spec_bottom,0.28981452618489373
spec_wall,0.23034224156995245
spec_model,0.3956785207959169
spec_trigger,0.11363703369165049
spec_rotating,0.1396832514429273
spec_plush,0.12286756290797678
spec_back,0.2906035110728889
spec_lamp,0.1623481772486876
spec_upper,0.3430153601732262
spec_area,0.2538240614305648
spec_component,0.18697245460284373
spec_side,0.5740630941098229
spec_electronic,0.14533670903356946
spec_plane,0.14867542194387243
spec_movable,0.17343622413319462
spec_layer,0.3287071443577371
spec_changing,0.10896626301367832
spec_move,0.11848691662183555
spec_ultrasonic,0.07588306673621666
spec_frame,0.19137245564168232
spec_bar,0.13730096800207725
spec_battery,0.13928732427660254
spec_plurality,0.3120274331584431
spec_stuffed,0.210105559850003
spec_unit,0.17173093441932552
spec_wire,0.18441671125457723
spec_shaped,0.22900134701449668
spec_feature,0.1508706980877812
spec_fixedly,0.13725028602055417
spec_cylinder,0.11267531736423435
spec_convex,0.12339717672668439
spec_utility,0.3120807242120199
spec_disposed,0.14201619281280806
spec_axis,0.12622225204500692
spec_installed,0.16054644050445793
spec_catcher,0.0706753677008802
spec_formed,0.37346588881820264
spec_set,0.3613082915534529
spec_disk,0.10203428433544161
spec_sieve,0.06945682687845123
spec_dolseol,0.06945682687845123
spec_wagging,0.06945682687845123
spec_blinker,0.06945682687845123
spec_examination,0.06945682687845123
spec_viewing,0.06945682687845123
spec_advertising,0.06945682687845123
spec_bottle,0.06945682687845123
spec_pawl,0.06945682687845123
spec_washer,0.06945682687845123
spec_egg,0.06945682687845123
spec_figure,0.14124952945907024
spec_ball,0.13804806508962006
spec_installation,0.11231869923036762
spec_cat,0.07841899808857396
ipc_A63H00338000,3.4343243762899656
ipc_A63H00340000,1.6821180618563099
ipc_A63H00342000,0.7008825257734624
ipc_A63H02922000,0.280353010309385
ipc_A63H00336000,0.56070602061877
ipc_A63H00348000,0.280353010309385
ipc_A63H00300000,0.49061776804142365
ipc_A63H00328000,0.280353010309385
ipc_A63H00500000,0.21026475773203873
ipc_A63H00302000,0.3504412628867312
ipc_B29C06508000,0.1401765051546925
ipc_A01K09300000,0.1401765051546925
ipc_A63H03000000,0.1401765051546925
ipc_A63H01300000,0.1401765051546925
ipc_Z00000000000,0.21026475773203873
ipc_A63H01100000,0.1401765051546925
ipc_B29C04514000,0.07008825257734624
ipc_B29C04517000,0.07008825257734624
ipc_A61F00214000,0.07008825257734624
ipc_A61B00312000,0.07008825257734624
ipc_B65D07534000,0.07008825257734624
ipc_B65D07530000,0.07008825257734624
ipc_G09F00100000,0.07008825257734624
ipc_F21V02304000,0.07008825257734624
ipc_F21S00902000,0.07008825257734624
ipc_B65D08136000,0.07008825257734624
ipc_B65D08572000,0.07008825257734624
ipc_A61B00511700,0.07008825257734624
ipc_G01G01944000,0.07008825257734624
ipc_A63H03322000,0.07008825257734624
cpc_A63H0003380000,2.998219693586478
cpc_A63H0003400000,1.9274269458770217
cpc_A63H0003420000,0.5710894654450435
cpc_A63H0003006000,0.42831709908378257
cpc_A63H0003480000,0.28554473272252173
cpc_A63H0003280000,0.28554473272252173
cpc_A63H0003020000,0.3569309159031521
cpc_A63H2200000000,0.21415854954189129
cpc_A63H0003365000,0.21415854954189129
cpc_B29C0065080000,0.14277236636126087
cpc_A01K0093000000,0.14277236636126087
cpc_A63H0013000000,0.14277236636126087
cpc_A63H0003000000,0.21415854954189129
cpc_A63H0003360000,0.21415854954189129
cpc_B29C0045170000,0.07138618318063043
cpc_A61B0003120000,0.07138618318063043
cpc_B65D0075300000,0.07138618318063043
cpc_B65D0075340000,0.07138618318063043
cpc_Y10S0200090000,0.07138618318063043
cpc_A63H0033309400,0.07138618318063043
cpc_G09F0001000000,0.07138618318063043
cpc_Y10S0273170000,0.07138618318063043
cpc_F21S0009020000,0.07138618318063043
cpc_B65D0081360000,0.07138618318063043
cpc_B65D0085720000,0.07138618318063043
cpc_A61B0005117000,0.07138618318063043
cpc_G10L0015280000,0.07138618318063043
cpc_B23K0020100000,0.07138618318063043
cpc_A63H0013200000,0.07138618318063043
cpc_A63H0029220000,0.07138618318063043
upc_446389000,2.7126749608639567
upc_446035000,1.142178930890087
upc_446392000,0.42831709908378257
upc_446266000,0.499703282264413
upc_446044000,0.28554473272252173
upc_446343000,0.28554473272252173
upc_156073400,0.14277236636126087
upc_446219000,0.14277236636126087
upc_043044910,0.14277236636126087
upc_446184000,0.14277236636126087
upc_446002000,0.14277236636126087
upc_446072000,0.14277236636126087
upc_264040300,0.07138618318063043
upc_623005160,0.07138618318063043
upc_600489000,0.07138618318063043
upc_229406000,0.07138618318063043
upc_446198000,0.07138618318063043
upc_446337000,0.07138618318063043
upc_446346000,0.07138618318063043
upc_040124191,0.07138618318063043
upc_362210000,0.07138618318063043
upc_446076000,0.07138618318063043
upc_600595000,0.07138618318063043
upc_446154000,0.07138618318063043
upc_446484000,0.07138618318063043
upc_228111500,0.07138618318063043
upc_446336000,0.07138618318063043
upc_446405000,0.07138618318063043
upc_351078000,0.07138618318063043
upc_029704000,0.07138618318063043

Features,/Users/wilson99/Library/Mobile Documents/com~apple~CloudDocs/TimKohler/tkinter_samples/GuiBuilder/NextGen/v5/Stuffing
spec_cotton,4.542318018290499
spec_fiber,2.250462390966241
spec_stuffing,1.400520909359749
spec_layer,2.324916962162829
spec_filling,1.2336827785579982
spec_electrode,0.8359794214547568
spec_pad,1.1747016510625727
spec_set,2.1870542433113216
spec_porous,0.5417157235870577
spec_composite,0.6589298164194455
spec_stuffed,0.8991111386636021
spec_plug,0.7176521156050952
spec_futon,0.45712251841663076
spec_filled,0.701050646400683
spec_bag,0.7309029946616123
spec_plate,1.0946489602524625
spec_core,0.7151265204442544
spec_side,1.870843374183874
spec_liquid,0.8274305649763167
spec_absorbing,0.4769330679004265
spec_cable,0.48421489570795584
spec_body,2.111705748467021
spec_mass,0.33070893325553447
spec_part,1.6515688365701402
spec_air,0.5581179007793177
spec_wire,0.688653658468362
spec_pillow,0.3840200999229574
spec_pipe,0.5211723729972679
spec_cover,0.8619625405514908
spec_fibre,0.36701373150821764
spec_inner,0.9649020136736393
spec_insulating,0.26195386562884565
spec_dtex,0.2589793576704837
spec_wall,0.6144520208953154
spec_short,0.3840310808926443
spec_yarn,0.309932317768159
spec_reaction,0.3069216611633589
spec_main,0.5472333444924645
spec_water,0.5433099940122029
spec_outer,0.8683226862917587
spec_fill,0.2985311451269902
spec_stimulator,0.23882841131365484
spec_oil,0.3486968881340606
spec_heat,0.3897030486386073
spec_structure,0.8037639507698541
spec_tube,0.4098076192052402
spec_silicone,0.3059857996461515
spec_stimulation,0.2303510103498395
spec_material,1.1229062494535087
spec_groove,0.5326850043301007
spec_model,0.7752390151949217
spec_cushion,0.3045100384719277
spec_end,1.0976179454695127
spec_equipped,0.5281781658016539
spec_sheet,0.5397935532374311
spec_right,0.43572562600395376
spec_b,0.4134082910396964
spec_utility,0.6764388726832019
spec_upper,0.6990840641437935
spec_polyester,0.26832256701243723
spec_middle,0.36993842355082446
spec_charging,0.2941955238198418
spec_wadding,0.1997840684424319
spec_ticking,0.19800555956055196
spec_diameter,0.33975560994466025
spec_fineness,0.19401711388347317
spec_connected,0.9971726792703158
spec_le,0.3648835802940903
spec_cavity,0.3678086239603746
spec_box,0.38296759102293204
spec_bottom,0.5917573842863405
spec_fabric,0.5623462814857054
spec_left,0.3707087792819821
spec_valve,0.1793777317209643
spec_group,0.348500904979398
spec_mattress,0.20108504866643204
spec_insulation,0.17455280147970645
spec_cloth,0.49106136735139755
spec_resistant,0.20767661406952173
spec_electrical,0.25310922139051667
spec_non,0.2899880471924592
spec_board,0.40233651979342516
spec_absorbent,0.1822213174857856
spec_longitudinal,0.159410961320272
spec_top,0.5006429713282103
spec_door,0.22296480491268142
spec_seat,0.2832799269699964
spec_guard,0.15735945011750457
spec_tank,0.21981142771784726
spec_single,0.28811672229637686
spec_containing,0.3251260421725136
spec_cabinet,0.20154137312413323
spec_line,0.41734766437317866
spec_pressure,0.2886068456408324
spec_mm,0.21821687686431274
spec_knitting,0.19638516522623417
spec_expansion,0.1664846378923727
spec_earphone,0.14525811192141666
spec_probe,0.1794937757544091
spec_direction,0.2907942069379012
spec_steel,0.24333792483062416
spec_opening,0.4266418214014098
spec_waterproof,0.16247009624295952
spec_surface,0.8955946337670967
spec_bipolar,0.1401067201292566
spec_inlet,0.159573102967461
spec_block,0.2931419981409784
spec_crimp,0.1364126820058558
spec_text,0.36555582466869474
spec_quilt,0.151760113932976
spec_lower,0.448289786945104
spec_compressed,0.13238699528739692
spec_thickness,0.2437420601668041
spec_particle,0.14914557375351004
spec_lamp,0.24166915764898575
spec_inside,0.3814533760272236
spec_leg,0.2687443351905337
spec_agent,0.17554155721241216
spec_high,0.26283368965831716
spec_ring,0.27722655769910254
spec_long,0.22309931201738215
spec_hole,0.419980957165647
spec_fixed,0.40286654265508137
spec_nylon,0.16828297699277694
spec_type,0.34708270950425596
spec_proof,0.15784017038277154
spec_sleeve,0.23957054344592416
spec_head,0.39850122818518896
spec_machine,0.2379995676506324
spec_batting,0.1342583984898675
spec_weight,0.20927837955357043
spec_used,0.3711724371742895
spec_handle,0.22498313569978973
spec_medium,0.17069328708977993
spec_soft,0.21855679946183068
spec_packed,0.1537395383429267
spec_wrapper,0.1320037063737013
spec_discloses,0.3066643602877446
spec_outside,0.30629958094950915
spec_space,0.2512929307323325
spec_object,0.2686022464388754
spec_conductive,0.13031769800241805
spec_back,0.4162069377668776
spec_shielding,0.11336604930701828
spec_multifunctional,0.11243993793231129
spec_noise,0.1280391154186993
spec_staple,0.11174988465305455
spec_packing,0.15641810765231165
spec_temperature,0.21034466206031724
spec_cross,0.2387789079439272
ipc_A47G00910000,1.0890305775830358
ipc_A47C02712000,0.7920222382422079
ipc_B68G00706000,0.7920222382422079
ipc_D04H00102000,0.7920222382422079
ipc_A47G00902000,0.6930194584619319
ipc_A61N00104000,0.6930194584619319
ipc_H01B00717000,0.6930194584619319
ipc_D06M01564300,0.5940166786816559
ipc_A61N00136000,0.5940166786816559
ipc_H01B00704000,0.5940166786816559
ipc_D04H00143000,0.4950138989013799
ipc_A41D03102000,0.4950138989013799
ipc_B68G00702000,0.3960111191211039
ipc_D04H00143500,0.3960111191211039
ipc_H01B00728000,0.3960111191211039
ipc_A45C00300000,0.3960111191211039
ipc_B32B00904000,0.29700833934082793
ipc_B32B00902000,0.29700833934082793
ipc_D02G00334000,0.29700833934082793
ipc_B68G01103000,0.29700833934082793
ipc_H01B00718000,0.29700833934082793
ipc_H01B00508000,0.29700833934082793
ipc_C08J00303000,0.29700833934082793
ipc_D06M02308000,0.29700833934082793
ipc_D06M01177000,0.29700833934082793
ipc_C08L08304000,0.29700833934082793
ipc_A47C02700000,0.29700833934082793
ipc_B68G01102000,0.19800555956055196
ipc_B68G00500000,0.19800555956055196
ipc_D01D00525300,0.19800555956055196
cpc_A61N0001045600,0.997702431894254
cpc_A61N0001047200,0.997702431894254
cpc_A61N0001045200,0.997702431894254
cpc_A47C0027120000,0.8979321887048286
cpc_A47G0009100000,0.7981619455154032
cpc_B68G0007060000,0.7981619455154032
cpc_D04H0001020000,0.7981619455154032
cpc_B68G0007020000,0.5986214591365524
cpc_D04H0001430000,0.5986214591365524
cpc_D06M0015643000,0.5986214591365524
cpc_A47G0009020000,0.498851215947127
cpc_D02G0001120000,0.3990809727577016
cpc_B68G0001000000,0.3990809727577016
cpc_B68G0007000000,0.3990809727577016
cpc_D01D0005240000,0.3990809727577016
cpc_D01F0006620000,0.3990809727577016
cpc_A45C0003000000,0.3990809727577016
cpc_D02G0003340000,0.2993107295682762
cpc_B68G0011030000,0.2993107295682762
cpc_Y10T0029481000,0.2993107295682762
cpc_Y10T0428241320,0.2993107295682762
cpc_A47G0009020700,0.2993107295682762
cpc_D01D0005260000,0.2993107295682762
cpc_D01F0006380000,0.2993107295682762
cpc_D01D0005220000,0.2993107295682762
cpc_D04H0001435000,0.2993107295682762
cpc_H01B0007040000,0.2993107295682762
cpc_D06M0007000000,0.2993107295682762
cpc_D06M2200400000,0.2993107295682762
cpc_C08J0003030000,0.2993107295682762
upc_054044700,1.0054969821434279
upc_600013000,0.8043975857147423
upc_297032000,0.7038478875003995
upc_442058000,0.7038478875003995
upc_174008000,0.6032981892860567
upc_016041000,0.40219879285737115
upc_052785120,0.40219879285737115
upc_005494000,0.20109939642868557
upc_607145000,0.20109939642868557
upc_005502000,0.20109939642868557
upc_307063000,0.20109939642868557
upc_422134000,0.20109939642868557
upc_381074000,0.20109939642868557
upc_524866000,0.20109939642868557
upc_446044000,0.30164909464302836
upc_446266000,0.30164909464302836
upc_473600000,0.10054969821434279
upc_100018000,0.10054969821434279
upc_428478200,0.10054969821434279
upc_028257000,0.10054969821434279
upc_264210600,0.10054969821434279
upc_106034000,0.10054969821434279
upc_005416000,0.10054969821434279
upc_150000000,0.10054969821434279
upc_106139300,0.10054969821434279
upc_047065000,0.10054969821434279
upc_052312000,0.10054969821434279
upc_160020000,0.10054969821434279
upc_307004000,0.10054969821434279
upc_110122000,0.10054969821434279

